M,S
1574.06288667598,2660.14209428901
2588.61897599711,3410.71820047074
2153.70351467607,3313.26021715808
1865.92180965728,3737.58130619512
1511.10709125166,2861.92684267383
2280.37172308415,2489.64091581714
1849.53377329511,2990.25009959712
1990.57430875654,2879.45731909255
1939.25936028275,3009.91651493268
2022.48211482651,3367.58093061434
2194.59794352128,3545.78560718856
2427.26257629779,3827.04750934279
1963.66258149338,3332.21204329269
2084.14865730463,3356.1570535367
2576.70312366285,3417.43046767925
2145.09447488502,3193.5724353247
2357.25284602353,3562.34519993512
2132.52201535904,3101.57084102002
2931.3192950507,2909.31576200917
2179.77791346936,3025.53585249707
2001.02846012063,2647.58203918007
2010.52714837391,3006.8453611884
2249.65038006977,2638.09654144492
2092.55803833684,2648.47818006461
1836.93804396957,3265.8586969428
2042.59146826011,2269.44687904071
1870.46630763401,2995.81332341031
1822.83541456562,3082.95721636888
2113.66959510179,3393.42566964945
2209.87125383136,3716.47338655502
2097.88335485047,2722.94285248934
2621.60313053488,1461.33997969625
2643.94058038082,1589.13245363872
2561.1137793122,2735.42889933736
1917.40009927325,3085.22934155222
2411.52290526748,1698.39809892936
2621.03066930039,2543.26650988903
1832.57137092115,2785.47593508428
1664.88574346295,2433.08951770537
