M,S
1098.22945527033,1752.40630949929
1036.00951411105,1912.03034374718
1206.72869397,1665.53094891981
1012.23856070987,1253.29923802054
1399.11509808769,2191.63851827145
1221.7645731513,1541.59806720859
1168.64941246516,1632.80709853442
949.694503707429,1169.65097245007
913.985985657069,1118.4099066981
932.749408436253,1468.83992840514
872.254357364527,1577.67812724261
1019.26381978643,1558.29713762266
951.622160431095,1591.21847958419
1206.72494829699,2087.89483093903
1336.80653713499,1807.65078959684
1223.63317441746,1453.91540841066
1198.63442736633,1549.00483308737
1268.68002671231,1797.08995317501
1237.02432285108,1506.93218433773
1113.2955801313,1626.92788874079
1494.94719236937,1549.82702540449
1529.78858192293,1293.19211416278
1404.78872392959,1713.15284389611
1588.87812196693,1976.60578201999
1331.59574925961,1456.00945301534
1598.09313531812,1617.88472398348
1435.60548150439,1395.27250703675
977.187798363137,1675.87547262218
952.083375849155,1561.29221120834
840.878743773136,1475.20818494317
935.889900909287,1437.50408222306
692.678918276021,1318.74635004047
1462.17734726487,2112.50607392076
1080.11974205846,1556.56768909984
878.43038155923,1618.15593119191
807.000364687852,1772.46405507293
961.138569009591,1521.71287325884
812.414702358952,1285.97533591706
972.75124736594,1498.45625109475
