M,S
1780.83811117196,3359.51401097648
2040.3474310521,3019.1483321799
2357.52302331176,3081.37128567883
1656.95179927725,2829.32527730179
1910.26779888514,2797.99013743151
1465.0224775706,2664.651239045
1302.36287246565,2128.08201034146
1055.01703701067,1799.35422361707
1528.77128791185,2988.17680186997
1345.92450939084,2723.65455399024
1090.53695807027,2255.1414769926
1324.68456733919,2413.8416424717
1225.55781017873,2040.57192048381
1956.96515632926,3151.56671823671
1345.08762316832,2568.34790131833
869.016777755484,2219.98023827871
1048.61388152945,2424.10355735726
1182.38160647525,2278.64604159445
1909.5296982287,3231.25304099046
1504.57260555275,2601.50445389879
1298.98639813146,2435.13151487411
1074.8202493407,2250.85374134079
1039.7250245417,2118.19172097621
1503.25436501895,2936.62087828742
1271.70434989002,2640.36441733827
1214.67004249509,2487.76483445924
1024.59637071659,1667.0946728219
1187.62217061625,2291.43069658
1725.93579057127,3146.65240272228
1171.14863274061,2738.83609840286
1094.75528977794,2348.04327479989
1122.53632484119,1844.33535370249
1233.43613521322,2122.1573397698
1309.63650438259,2666.60069816826
1012.24816816409,1836.21394379552
1345.13307602962,2994.85882383225
1438.55869637257,2708.71917314587
1631.2994546226,2872.00170309909
1290.56335318934,2737.00404515774
