M,S
2002.75105299685,3427.52337972515
1192.83847434073,2283.79195192042
1899.91452560061,2428.20674214158
1752.95587314862,2509.67533585578
1422.54335697914,2359.6104932827
2072.23571218162,3231.80520632208
1624.82712423152,2828.83642084317
2061.25629765355,3207.42030043718
1791.82143964984,3033.06351565354
2317.23519152822,3280.87931281817
1644.23081021832,2729.10938286172
1465.5838346198,2452.14351465302
1636.66601854329,2919.44543792028
1508.52495820724,2393.52812151657
1805.62179853132,3200.21543516086
1202.1913054329,2476.68258367866
1435.81974009104,2663.60307859384
1567.23690914899,2582.03093392901
1401.19381841069,2319.98195777594
1820.92343572246,3044.05180948752
1380.367660391,2503.94863480833
1793.76198556614,3242.51573814738
1368.67816459346,2658.98098926566
1539.55921792959,2879.25233454499
1638.87056055146,2938.38855586055
1338.10779726718,2597.18209801587
1713.91776415473,2959.00552010192
1346.82465983395,2535.06784586994
1879.61107909964,3128.55506915573
1373.25233628507,2703.07330103292
1564.4960718222,2984.55669710565
1534.61393250665,2825.88513651596
1300.15509147173,2900.44921674257
2000.37746851508,3248.59665144814
1625.0815016479,2830.96650718495
2099.03521583243,2937.9207976396
1764.48784598492,2718.68569736253
2140.9369467449,2737.11362995389
2047.86843201502,2454.99647966679
