M,S
3083.79370269838,4132.73731043419
2512.73299471386,2122.34320812299
1684.78325576569,2227.42944922918
588.683144267478,1646.95011253414
1041.58367626611,2099.2806981616
1813.59301319755,2603.99702195643
725.98469140366,2669.61797493177
514.763557799083,2516.64986041089
921.462978441718,771.500106255976
853.748570978977,1489.75599865848
2012.57771421252,2207.28837239913
1959.30048885265,2074.41310551666
1023.57710393576,2111.50178038384
1039.89176396126,2193.51836136119
1120.05152967535,2000.04023839251
2022.82477793238,2720.92971582534
464.46262211305,1495.84360953825
620.043855665656,2408.1734427167
927.839859826275,1953.97652803103
1559.41148727501,2203.16876477105
2053.01488218152,2306.32295408093
1700.28301525134,1775.60006744114
613.18921442711,1907.92792994368
3085.83102326189,3301.41363993994
1413.05387088108,2415.97593841489
1623.51416319422,2835.2367333309
616.239679233331,2299.59913385271
1435.96969831017,2356.87074121884
1126.46111852439,2050.94405014375
1985.04829497607,2533.46119240838
2021.65500376653,2190.64604161707
1816.63879054006,2126.17718140731
1932.21502713766,2190.4921970763
2192.46363237124,2099.40250498012
2633.47381653471,2943.51462629409
2004.13948724367,2250.47265341969
1714.47432647877,2619.92530666497
3257.4534289455,2328.35947181266
1887.80891330918,1790.33626409836
