M,S
2709.03434641188,2250.69715663464
1946.32784067123,1757.27518879051
2464.59715603614,2116.79030586548
1697.21125899503,1785.3550242893
1785.12753097039,1549.97207842305
2020.08109192614,1615.05755673665
1252.45655413103,1355.2163190439
1512.57976731277,1725.78263076214
1671.42196681602,1550.40689413281
2013.07168825535,1590.187974871
1310.6220334246,1401.84337970172
1354.7516003907,1267.03782745506
1619.30729876556,1398.04403191616
1372.25786370353,1408.8040374759
1162.48123551225,1359.79264646349
1921.19684578576,1788.23435755984
1809.29338573907,1629.51248864319
1403.17845863172,1473.64065206252
1359.88032232108,1470.966890985
1231.48711708645,1464.30449365855
1788.79072957568,1746.91932754471
1277.95624493346,1424.36763834855
1303.13248593249,1338.8555084906
1561.75177488086,1490.27319790068
1506.09034317811,1568.16344664987
1214.25460693938,1402.89725029567
1498.95824323727,1629.8579751673
1921.4254864331,1743.08915547375
1472.4139109276,1513.03743911043
1204.0662758602,1389.32356782024
1278.86280108348,1299.17422279883
2083.80692975001,1811.19198583931
1697.70103643683,1831.60747770403
1481.46586709586,1761.97189529477
2360.48433651283,2255.64521082914
1899.8553223679,1561.35445819473
1218.70582060501,1409.49910981378
1480.60369501655,1387.00735870969
1833.26380186522,1624.98061633193
