M,S
2781.84189472038,1567.49115134878
4387.72087721375,2560.82229043209
2294.55123751561,1429.39049476868
2510.76936983494,1673.84737617975
2097.55326389259,1041.29314437262
2872.83138020214,1344.34988896354
2637.61780488141,1148.04520627607
1978.57593610497,1207.92334894152
3080.64961305475,1409.55265381408
2133.9137657821,1071.59920561074
2294.04500784892,1015.95655532147
2825.55399628921,1883.71160714566
2124.96090829259,1091.29161516689
2796.68837793904,1492.20350701512
3901.65053128765,1564.17654519154
2474.12428791445,1303.48087643313
2388.18005127218,1106.1772282691
2103.0940760698,978.027514069023
2350.9482115537,1091.08676822586
3433.98919660407,1919.01401224302
2525.61892218648,1167.93004486537
2544.97830182579,1181.17412116239
2772.76930542474,1218.93868231601
2639.91053567221,1599.27350846453
4862.4238113557,2257.70498701417
2772.26927381671,1375.43084386405
2042.49909953968,1286.23069073131
3165.55939421307,1576.3240591915
4807.72856332207,2413.09827382817
2580.19378824298,1211.77035489629
2709.59267329247,1250.16579775945
3262.80996179451,2005.11250430111
3979.01491637916,2179.7132986248
2584.3547246028,1372.80426742796
4144.02746908143,1853.30924670086
3138.0465508825,1102.02975386999
4448.16759566984,2028.77009517271
3202.56425000203,1319.41287510028
2132.09961979578,1169.99071320165
