M,S
1452.68296842014,2477.83070963868
1622.98081486961,2256.35612184705
1336.34643103708,1212.33813218518
1373.18659445307,1369.91872070973
1405.26234791806,1091.7941355276
1902.58284767503,2373.65016970942
1425.17300184654,2475.92965114662
2193.40995103815,3381.22979477506
1717.99491061584,3488.93774115624
1190.29374417947,2451.80906398502
970.888769827484,2038.09701138261
787.206407757981,1595.99154123495
1640.51971512731,2594.0231141047
1698.11263508513,2581.38947419131
1098.88267648392,1179.73506428272
1013.01154364718,1132.19461956544
1211.27063596307,1776.27227079851
2204.9250404027,3232.05190355831
2127.47327275925,3262.04167418767
1897.73259303424,2895.35212337611
1656.18525440472,3208.92437883449
1405.11437583705,2696.90983131766
1040.17401895237,2270.69818626967
3641.77899001022,5271.62824794487
1561.78013829591,2656.12139198469
1855.05805080428,3373.43721538321
1423.23155786627,2742.74641308347
1029.56439797519,1780.11899656339
2601.80580988723,4256.62689089305
1891.98454093327,3069.44468084893
1260.30029639964,2430.27898553452
1582.35012000493,2915.99512134435
1076.49409903238,2021.33349922798
1473.29667576111,2643.364681863
1509.24533456651,2714.37862668624
1480.01870804615,2466.11571993014
1177.14853704333,2304.61092814786
1027.16788131027,2086.24218264805
2283.15379513932,4261.19967243477
