M,S
953.361125298102,289.141847944862
755.991781643219,1709.40057165887
684.563065633778,1972.16547197732
2372.83395675411,2134.4047314983
1601.16510758778,NaN
2024.48969365209,NaN
3423.45125090342,284.502365850401
1623.56461109568,906.453342347962
2090.66262571438,1627.45165850837
1708.91240220577,1115.29426488872
1409.39383117642,NaN
1387.93630797373,NaN
2611.32301482193,NaN
2341.01287641977,NaN
2269.24408624694,NaN
1990.93931544704,413.041610472872
2179.97136323862,1050.96385296925
2090.73621819099,910.455205739424
3664.05887336401,924.819849420185
2588.31077792593,1590.79372142401
1946.04847833428,2892.94594325635
1702.51877338739,1130.75189440488
1811.31025880519,NaN
1734.10727361413,NaN
1557.21614283036,927.652513613796
1714.49340137695,1034.81714714039
1641.64090992633,394.336508849401
2054.63610984321,NaN
1925.61497677212,NaN
1707.34793342105,NaN
3243.23800393832,1150.44672842015
1690.14355864267,1284.52264704959
2739.21691311157,510.855785266844
2228.94061881503,NaN
1469.09562065496,383.794361486665
1574.56171544019,377.722000204077
2256.06555630742,NaN
1928.38628609049,NaN
2069.14365350175,NaN
