M,S
702.306646753384,NaN
546.835324280584,NaN
584.980072326965,NaN
684.971938355835,1569.33718850859
841.045532904946,1044.19563280717
583.878392146378,2262.08121896924
952.428410312923,1818.12444241448
926.995493955298,1528.97056979021
771.263735693207,293.918445175536
808.882178198334,340.120932425873
898.220512908601,866.489188756874
880.586356216823,2498.41747075998
714.185763210397,2525.11355249688
684.188513923201,2892.30598867025
501.216281098475,1481.43423714429
670.767122491604,286.261599182368
1157.45696651796,362.265571330316
1340.25208683325,395.744765523278
785.501098502168,2696.42295021142
2095.64948066033,2883.95640480609
1183.89309274165,NaN
794.794992105702,968.658687981481
964.431684242718,1014.00201487111
1671.28244601732,NaN
1133.71051103691,513.930284190031
777.632959909198,494.885543924985
647.887405102535,NaN
709.948531070507,3422.18096992081
947.765227236652,3411.49169186056
1649.52882623065,NaN
1541.7137432078,NaN
879.965698596952,3337.02260824442
1083.78453225738,5741.2133870524
906.74202946053,1119.63502621602
859.329501721991,2291.18287921468
832.067718504862,594.916485285087
691.861754581404,1949.28039885131
790.416177458363,688.489844448512
718.302324879647,2730.80531979551
