7.922368421052638610e+00,4.575409836065574609e+00,4.289108910891087589e+00,5.552573830857319592e+00,4.054697571165409187e+00,3.895035460992900767e+00,2.948958333333337123e+00,3.578149094556664522e+00,4.831578947368427635e+00,7.883396988111570636e-01,2.373804319506458427e+00,3.345312500000005684e+00,4.808668370787541946e+00,1.770093751605301691e-01,4.966666666666668561e+00,1.317647058823524731e+00,3.345714285714279868e+00,2.250391584781784360e+00,3.442616744415786911e+00,3.329496406159989874e+00,3.951682074799272471e+00,1.507975486705685597e+00,3.107042253521129282e+00,1.972058823529408755e+00,4.379166666666662877e+00,4.022826086956527547e+00,4.241791044776121566e+00,2.535985234210382799e+00,1.082469394548999375e+00,1.880722891566264821e+00
2.726911910037578934e+00,2.372164948453601596e+00,2.041295546558700380e+00,5.308991187611614038e+00,1.193577981651372966e+00,2.780002640220100574e+00,3.778104239544404663e+00,6.577632047407680815e+00,9.878881987577585733e-01,2.250391584781784360e+00,1.146296575806598383e+00,2.871915367837736710e+00,4.436956521739134018e+00,2.202884615384618883e+00,9.126095841337313885e-01,2.133302409440155145e+00,1.939506172839500664e+00,1.813207547169810141e+00,2.018424271742336629e+00,3.627206062556108890e+00,3.413749999999993179e+00,4.331147540983607769e+00,1.000813008130080561e+00,2.782707037989112564e+00,8.923913043478250984e-01,1.624703756969875457e+00,1.071541091124526446e+00,1.963461538461530154e+00,4.966666666666668561e+00,8.777551020408168370e+00
3.152054794520552150e+00,1.932954545454549589e+00,3.340476190476195484e+00,1.150137120450509087e+00,1.086842105263158942e+00,2.231578947368419108e+00,4.188372093023261300e+00,3.299999999999997158e+00,1.577011224686124535e+00,3.201481481481479818e+00,1.679744571579171009e+00,3.065458296378503533e+00,1.982890855457227985e+00,3.430727343998412948e+00,9.802816901408419881e-01,2.385148040830495475e+00,2.477049648005767324e+00,9.432664756447053378e-01,3.274820143884895174e+00,8.946808510638248890e-01,2.890279311760270531e+00,6.573469387755096704e+00,3.002394940083306096e+00,1.210804074011908327e+01,2.842857142857141639e+00,3.880373831775699500e+00,1.450624999999999432e+01,4.001754385964915173e+00,3.381124564790649600e+00,6.408139534883716237e+00
2.269798657718126833e+00,3.103649635036489940e+00,1.291838757713938080e+00,7.139361702127658305e+00,3.068064430158663924e+00,2.533234860261220689e+00,8.777500000000003411e+00,2.097326203208552897e+00,2.928942883634874761e+00,2.166789667896679816e+00,6.219767724328885805e+00,1.112446236148588952e+00,3.152419058431716437e+00,4.197758822689237945e+00,2.417126623275756003e+00,4.191092356752456283e+00,3.409210526315789025e+00,2.045645645645649324e+00,6.268000000000000682e+00,3.529988262664454979e+00,1.687144787040114835e+00,1.701278739743223412e+00,3.041853868566160912e+00,1.178378378378383218e+00,2.922471910112363958e+00,7.698305084745769022e+00,1.001131995773679506e+00,1.445178491943016397e+00,1.884662576687119895e+00,5.718753458016315960e+00
4.662081731262919249e+00,2.089705882352944855e+00,5.730296299845644370e+00,2.452860144436776579e+00,9.171548117154770807e-01,3.155555555555551450e+00,3.563157894736846742e+00,2.247692307692304325e+00,1.776906190497284044e+00,3.674999999999997158e+00,8.078846153846157563e+00,4.809089236976703319e+00,2.969892473118278531e+00,3.814583333333331439e+00,1.420074868291429482e+00,2.630278378911388160e+00,5.874545454545454959e+00,1.923316062176169794e+00,3.923437500000005684e+00,2.761958618923912923e+00,4.356074766355135353e+00,2.041803278688519185e+00,3.203797468354423472e+00,3.447222222222222854e+00,2.303255813953484221e+00,4.688372093023261300e+00,6.268000000000000682e+00,5.051808171565793870e+00,1.910227272727269110e+00,1.162944162436545525e+00
1.624824224793115945e+00,2.752594759529170432e+00,2.972058823529408755e+00,4.255421686746984733e+00,2.117177914110428105e+00,1.075496688741722551e+00,4.170161290322582204e+00,4.391150442477879778e+00,2.344691245280495551e+00,1.599615748504195523e+00,3.418144213133352594e+00,1.479009589370905431e+00,2.100408790980567986e+00,3.727032685188618188e+00,3.844455527034391196e+00,2.230471631384371989e+00,1.541530946650411238e-01,1.961363636363643081e+00,3.914814814814818078e+00,3.193837893327373223e+00,2.860648096538149332e+00,3.550155668312577006e+00,2.572657113850361554e+00,2.922772277227721816e+00,5.290463119950985060e+00,8.392207792207784678e+00,1.432574527622563210e+00,2.312371793141217324e+00,2.224074074074067653e+00,2.098637977316659686e+00
4.279562272826142433e+00,9.272058823529363281e-01,5.384347826086951727e+00,9.369426751592300207e-01,2.561297404139105893e+00,1.976543209876538754e+00,3.022943559366330746e+00,1.373485268300253637e+00,3.876780711998641493e+00,1.292848204545583357e+00,4.290000000000006253e+00,3.373191678235546220e+00,3.994930368451292679e+00,3.216666666666668561e+00,5.115714285714290099e+00,1.037905236907732842e+00,1.225421879600720132e+00,3.383560736428133708e+00,3.353459119496847052e+00,8.522388059701455632e-01,3.964814814814815236e+00,2.100408790980567986e+00,1.955384615384616609e+00,4.128286454571309605e+00,3.095312500000005684e+00,3.289101506682545306e+00,3.689862048525780480e+00,2.335238095238096889e+00,1.457565471391244927e+00,1.008681135225373282e+00
4.422807017543860297e+00,2.954919376045339163e+00,2.409462700116449696e+00,2.295588235294118817e+00,3.807766990291256093e+00,1.658450792756070769e+00,2.285563593992181453e+00,7.093814432989688612e+00,9.566176470588203529e-01,1.228814095373877535e+00,1.661495776260467849e+00,7.366666666666660035e+00,3.349999999999994316e+00,2.222723327836931162e+00,6.955813953488373613e+00,1.800012211616007107e+00,2.181983210497456582e+00,5.127407407407403639e+00,3.078453038674027198e+00,4.867999999999994998e+00,5.570195982617082819e+00,1.041697448674030468e+00,3.174509353742744011e+00,4.682142857142849834e+00,1.877018633540373571e+00,2.031880226943080459e+00,2.253754940711459653e+00,2.172151783874319619e+00,3.665009824423504980e+00,2.375701223644970383e+00
1.228399999999999181e+01,3.447457627118637902e+00,1.174130434782608745e+01,7.715384615384607514e+00,3.281975845512556944e+00,2.284120171673819755e+00,2.340894357533253256e+00,2.875839581189502780e+00,5.871111111111119385e+00,4.292972972972975754e+00,1.488287197087585056e+00,2.099418604651162923e+00,7.758139534883710553e+00,4.338744239257113833e+00,2.224999999999994316e+00,1.115517241379308189e+00,1.965482233502541476e+00,4.028473909785617479e+00,2.290524999086976266e+00,1.341053236478373378e+00,2.598745447727624835e+00,3.233684210526320157e+00,2.707409297307698637e+00,3.301666666666662309e+00,2.248421052631584871e+00,4.049999999999997158e+00,2.270613136079813188e+00,3.021744397885420597e+00,4.048130384289962080e+00,1.678060176489850619e-01
2.704920411710137529e+00,2.241139240506328179e+00,4.833684210526314473e+00,3.065263157894733581e+00,8.141860465116280920e+00,3.523359221913958450e+00,1.236967604898175921e+00,3.840971865683718178e+00,1.764764716090558849e+00,3.562779726222967014e+00,2.766594658959522945e+00,2.413261539059853078e+00,2.171590909090909349e+00,1.197409326424875076e+00,3.161111111111111427e+00,1.198994974874366903e+00,3.512825318462244439e+00,3.845098039215685048e+00,4.707473178035662897e+00,3.129038945988913412e+00,2.918613948069024744e+00,3.596825396825394705e+00,2.256589147286817365e+00,1.124892703862656163e+00,4.563746546346649779e+00,1.996296296296293349e+00,4.053488372093028147e+00,3.312844036697242700e+00,2.000860850579158523e+00,2.146363636363631144e+00
