1661.9521512076,1714.88218313421,1506.1165842412,1873.14717324701
1619.12215144746,1755.764235565,1782.27493107776,1573.07835709719
1515.07687541757,1315.63217948333,1278.00140294191,1526.48163289424
1644.53503882634,1608.45299932441,1871.48019247635,1419.00492481743
1326.87868294868,1562.113225902,1453.95893917981,1398.44139587243
1764.6847479425,1922.94169274767,1826.57437810316,1848.61695958261
1419.24567886371,1425.57174508222,1630.66324219249,1216.61076480952
1497.11327477755,1585.65560652197,1727.60412793471,1236.38660908751
1697.62184180645,1498.72220921263,1669.53740474977,1534.28020087682
1711.26976656928,1737.59560841523,1787.99035916408,1646.9043991074
1796.00442690768,1652.55125683365,1585.93133016803,1841.30804948086
1742.09097586733,1683.72315442217,1510.85208034907,1908.80471184786
1436.18577847739,1883.20640495304,1671.30904383023,1581.44253624342
1575.03653910621,1312.97853940887,1379.97825700375,1498.60840686897
1662.32846879436,1500.17678324704,1785.03762899396,1411.14148885087
1327.18803272507,1672.36785633085,1608.72691551156,1310.96877555631
1822.57705499698,2040.44925264313,1809.80126081406,2049.06121119622
1293.60106473361,1332.66759984965,1403.1627835903,1220.4649510301
1237.69771366624,1306.17194972527,1569.77689927595,922.314639053559
1677.42005082497,1815.99515266865,1859.90371693853,1612.18375455829
1616.18662483188,1603.60581885172,1723.54131357088,1519.95746851234
1518.10990645229,1405.54492774286,1395.37359865876,1538.13125428978
1825.29603642136,1720.55453325954,1675.62856626432,1875.72810134902
1540.39870687574,1898.33416054214,1660.65912684051,1677.96586723568
1682.13203289686,1444.80588527135,1685.93840887184,1489.92411005711
1799.91744075826,1369.8187723044,1701.07798345898,1647.54527164434
1645.61614540135,1789.0123910791,1809.30738136548,1592.63728395455
1668.20816636987,1870.24415208976,1658.46601369583,1800.32460758376
1433.88807738457,1416.97236953708,1465.53385248477,1396.87366505898
1510.12743534921,1437.23574678743,1734.06543762162,1262.5196445069
1411.22121114293,1802.18174425185,1719.6445066307,1348.23159785236
1583.2644732946,1347.20212117392,1556.90922944819,1451.09664635997
1633.27011011104,1409.76186161071,1574.68457736377,1552.17281912079
1928.46000601551,1826.75075290735,1780.15567217532,1980.02296269095
1472.02549275608,1793.18224517901,1498.17875150921,1678.43128130847
1620.41815870233,1530.35797472226,1700.93566653701,1479.62166617048
1452.73982473173,1322.46919800565,1351.19485289136,1441.33619623323
1417.97654648506,1638.57977207344,1778.34106668719,1253.48771309729
1400.19697733766,1640.81702289389,1351.10395335669,1662.09084495317
1579.15599203142,1605.00130989114,1629.2159343069,1545.57307548866
