M,S
0.131288019215906,0.246548744255772
0.667279656669308,0.639407098602831
0.290986521523337,0.731509206067736
0.48461414210748,0.773878105979171
0.486579478379985,0.745248170237488
0.357786229498205,0.7373946321296
0.569262202483719,0.705102870480423
0.256965485342048,0.463069018972985
0.372791287375868,0.382596313096752
0.261241758921914,0.383428981235997
0.486557554310007,0.581926374561151
0.221494001903301,0.585309915850644
0.417329783545172,0.337088691136354
0.492522971853145,0.105316208426662
0.565449044321556,0.42427518295753
0.772787562750501,0.309289244773507
0.428519490084926,0.275362670238433
0.799178337588115,0.37903789345316
0.279102716720099,0.275117138672464
0.568469268334613,0.468020630869505
0.189199759741043,0.645812486323302
0.145168296805678,0.299574891599534
0.340067521961758,0.478909555188155
0.25235507978692,0.336863048507495
0.414560548994998,0.438638771836111
0.378716856565956,0.528563879402824
0.511760582099603,0.486044785677936
0.225396330775243,0.182537444010215
0.251892121086081,0.401786944692304
0.43591727779493,0.25897813588229
0.290526160548932,0.365482816314787
0.315695819474784,0.295272742083915
0.163159204182713,0.243467230790658
0.28813930223878,0.535478681990033
0.20016986888594,0.12780419630198
0.608886883306698,0.252743569169628
0.188691935458473,0.147841745919364
0.484658509413194,0.280154481347499
0.278849720879906,0.446721666448704
