M,S
0.396824497716857,0
0.511996383424496,0.969653538850694
0.594801327005807,0.971089749702743
0.713995218033412,0.968275304404127
0.601252100708679,0
0.913782299055605,0.96395155074092
0.509601052759942,0.958086618107994
0.276561420846388,0.951706881612463
0.275214097118602,0
0.210744488184557,0
0.509031844736778,0
0.568668817721151,0
0.718727910070002,0.951398804799723
0.621264059391301,0.946688776246684
0.323533999608406,0.86588778843272
0.558827654161706,0.929107403304123
0.451579103501598,0.739834406327648
0.331473863521876,0.749290581547315
0.737557294281239,0.941100390726928
0.491528476742131,0.945024814623854
0.678614935356206,0
0.543845434919148,0
0.668637482915293,0
0.601744380255497,0
0.713718948862516,0
0.462777226197158,0
0.647307578743609,0
0.765608826762047,0
0.525080325179108,0
0.774194902098005,0.964724184301045
0.63571935788885,0.96243760330081
0.738259007103089,0.939014070443397
0.380303598168966,0.936933722447457
0.307238315193783,0
0.551843367388509,0
0.373476250373459,0
0.787810546182259,0
0.495834022436894,0
0.86258695075218,0
