M,S
0.671777365285294,0
0.606298965546265,0
0.367288589481536,0
0.399623436670351,0
0.362592038172142,0
0.521168755205379,0
0.46389959845864,0
0.572547622645852,0
0.584952084077255,0
0.369416772912895,0
0.603054634236052,0.674115422266353
0.811928141205083,0.659533934308241
0.519424218227954,0.607259915887951
0.403552071134239,0
0.353975281730882,0
0.433973385280406,0
0.471030346421372,0
0.425702852751841,0
0.584096436008528,0
0.228478110083762,0
0.468977530982122,0
0.367114699686011,0
0.358707387100705,0.951115537431006
0.364402469016265,0.949609966979738
0.239916337471173,0
0.442110573973284,0.000199929348129135
0.544989051133742,0.715684756211846
0.358631365639201,0.711214061169013
0.504930180062796,0
0.553709099652212,0
0.759057327642524,0
0.751865708430514,0
0.488136559173213,0
0.570548448142923,0
0.597699826563566,0.717331363357583
0.594509699547639,0.702436899324893
0.359906166556275,0
0.476569207925675,0
0.709736234330314,0.973261678896926
