M,S
0.396176673164908,0.687877549703759
0.377997720591581,0.263132673163586
0.293873235082103,0.181938708650682
0.180089235360553,0.280470670869853
0.385557519160588,0.380418464375932
0.396007051065637,0.439751002523433
0.362518726953638,0.405929428031771
0.70893660440839,0.450429006122875
0.474218939627344,0.380507622263035
0.551253289684927,0.545781756424487
0.440188354521343,0.391820709382061
0.41696875175869,0.319189633196188
0.565298392917616,0.494755736525904
0.36089493389332,0.671658757788614
0.350674508790478,0.632981396374606
0.201169320758466,0.240845341593597
0.465207025023265,0.500262992695453
0.370897698548177,0.388602315471426
0.527263969028637,0.443174207512038
0.246631938331112,0.173322444648888
0.430556374906841,0.245510827538425
0.300279011454488,0.427346310786449
0.360113101205769,0.591388752220933
0.319277987815707,0.547707011998267
0.418105851223143,0.392302597691291
0.616172022048459,0.491622321400344
0.37775206073435,0.482674291083562
0.568129872030307,0.603102881948857
0.569792576577044,0.510828503162513
0.511034550759435,0.420665142159657
0.283372789835148,0.46026972574499
0.385987387851806,0.65497766774543
0.410962830131791,0.521841234410593
0.231892249338408,0.174636808769015
0.546617611374691,0.304392504063897
0.334530078677822,0.413089790938776
0.343448654270491,0.241925464107006
0.183479598349968,0.275062254694867
0.430076484546317,0.308568678786098
