M,S
0.725720963324441,0.532320212540851
0.725534291391493,0.501980346383491
0.613130674931267,0.600349827644262
0.40491403274695,0.552722907327578
0.554082377058552,0.512491530201764
0.406497688352141,0.494761208503678
0.430075381099771,0.475559321108028
0.361579637028958,0.261618250647734
0.651885054474871,0.35344829892316
0.748181387861104,0.506174857113574
0.540468267557234,0.454551826070564
0.546237310913855,0.206630304142241
0.474463351692133,0.26857259225038
0.312045642602328,0.448653541525849
0.546455918057653,0.517568427237904
0.685981759658612,0.481656545339011
0.534637422089663,0.486317375016751
0.441787306171494,0.474308592546289
0.626072855530009,0.521431227329938
0.400811334877207,0.436199138515863
0.271280738538666,0.197590094962539
0.493034660973122,0.486685242701176
0.331044784205331,0.455988599037835
0.482429851333368,0.471797759667331
0.419438797123727,0.424228185291714
0.497950213901174,0.350728859991116
0.707975301158121,0.419158663227884
0.540227733487845,0.736304417731547
0.276256951442114,0.578310834557711
0.292450643772486,0.403790570762094
0.368634832789416,0.307644032646591
0.164807910349459,0.592052704022664
0.71171116070336,0.724627403031414
0.260468240479176,0.284322549304486
0.462551794577333,0.238423206027405
0.689703213683019,0.343692292149827
0.570206502179007,0.596937174681333
0.757847016754176,0.664765110974204
0.659127928145053,0.556202485063404
