NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
-37.2941916970585,NaN
-19.3709103710299,NaN
-31.3565596416788,NaN
-35.0079837992799,NaN
-38.0775676297288,NaN
-39.466141866128,NaN
-20.0708614476279,NaN
-21.8036953164956,NaN
-29.3588608965528,NaN
-31.650803308097,NaN
-34.2199875372405,NaN
-41.4711796666612,NaN
-25.2424142567743,NaN
-27.298415273715,NaN
-36.1565245408679,NaN
-35.4572242737131,NaN
-36.5611605113998,NaN
-38.0791337947901,NaN
-17.9104100163233,NaN
-22.290752451577,NaN
-29.3640230745405,NaN
-28.1320701487041,-64.5964354009123
-35.3021630532404,NaN
-28.0393776742992,NaN
-19.0970497270131,NaN
-33.7977675284601,NaN
-32.9136616293701,-80.0173013074285
-38.6590243664002,-67.0163162457508
-35.8286381360929,NaN
-17.4233982769634,NaN
-24.0029098465774,NaN
-30.2249662595667,NaN
-28.1269829881723,NaN
-36.6389731101203,NaN
-29.8491805356492,NaN
-17.6434487360622,NaN
-31.3319494057212,NaN
-28.1208485381689,NaN
-29.4368725528069,NaN
-31.8504477667263,NaN
-14.1337776043375,NaN
-17.5235441673881,NaN
-22.8992556079522,NaN
-23.7641221065289,NaN
-29.3436288564782,NaN
-32.3811726217439,NaN
-19.2950259525489,NaN
-26.3103846001136,NaN
-33.4987470983721,NaN
-27.769360483514,NaN
-28.7051240082549,NaN
-18.605754791308,NaN
-13.7998445662078,NaN
-19.8904940151981,NaN
-25.1017126778354,NaN
-21.0144343960397,NaN
-28.3447717347129,NaN
-27.0804933227328,NaN
-13.7442717350719,NaN
-21.4472882971794,NaN
-20.5726765021187,NaN
-24.339316115716,NaN
-20.01589281554,NaN
-14.1179895685837,NaN
-15.76966268197,NaN
-20.4553516726842,NaN
-19.8971586126329,NaN
-28.0875442718534,NaN
-32.1657442528662,NaN
-14.3392730747408,NaN
-18.8740177939372,NaN
-23.4181898063872,NaN
-22.3864528057933,NaN
-25.3397634455275,NaN
-18.7173940131541,NaN
-12.5506099956942,NaN
-16.9126585523867,NaN
-19.8927739220733,NaN
-19.5238447355886,NaN
-29.6476998315327,NaN
-19.1057903514276,NaN
-12.6497924993403,NaN
-20.6842197550825,NaN
-19.0253555881385,NaN
-24.2664634161227,NaN
-21.2456714739769,NaN
-12.3534021604626,NaN
-14.9268203731618,NaN
-21.1247529761934,NaN
-17.461775558344,NaN
-24.0608073346063,NaN
-18.7217466309407,NaN
-10.4802393191931,NaN
-13.0444638231181,NaN
-14.5826142287809,NaN
-16.1218901017194,NaN
-18.7309188341269,NaN
-15.7887278828142,NaN
-12.0727308751006,NaN
-13.4581499568718,NaN
-15.4467561812355,NaN
-18.234399555868,NaN
-23.2249281753008,-50.9131845516665
-19.3645858274046,NaN
-15.2296905542732,NaN
-17.251459804455,NaN
-16.9065624864102,NaN
-20.0819139680442,NaN
-17.0475529700119,NaN
-12.5762377041364,NaN
-13.4628097025713,NaN
-16.8641217087956,NaN
-17.2644023207411,NaN
-24.5186172715206,NaN
-27.2270526961206,NaN
-13.0048288020771,NaN
-17.9063516792701,NaN
-18.922548938358,NaN
-18.8523197850872,NaN
-13.8521819390539,NaN
-11.0733352232045,NaN
-11.5446463130564,NaN
-14.5787670052603,NaN
-16.7979040779296,NaN
-19.9017483780225,NaN
-23.0360802109609,NaN
-16.1873298644869,NaN
-16.4973673856881,NaN
-19.5413607331422,NaN
-17.3426484657511,NaN
-17.1995690919037,NaN
-13.1428802290412,NaN
-11.0502249674326,NaN
-14.6403338648658,NaN
-16.6677152387416,NaN
-19.512357266008,NaN
-19.3327279338561,NaN
-15.7570538979663,NaN
-14.1378825442682,NaN
-18.7860792738176,NaN
-19.9446592549701,NaN
-23.3984822664717,NaN
-19.5575380706574,NaN
-11.888064017987,NaN
-11.0845246029581,NaN
-16.1812696323788,NaN
-16.3751221967298,NaN
-19.3615050209509,NaN
-21.6437628247139,NaN
-15.3633882231471,NaN
-19.7376688806665,NaN
-22.3612214302709,NaN
-27.4491346694757,NaN
-15.935928347894,NaN
-13.3380511542428,NaN
-12.5928208064305,NaN
-18.3789627110382,NaN
-18.687369810208,NaN
-21.3289150079698,NaN
-20.8293430499775,NaN
-14.7913043753231,NaN
-16.4021203806042,NaN
-22.0061831167208,NaN
-21.6433113352874,NaN
-14.586672980111,NaN
-14.7928090481381,NaN
-11.5089382388675,NaN
-16.2939473226471,NaN
-15.9705083358602,NaN
-19.7165501750762,NaN
-25.0489544376398,NaN
-14.601219101946,NaN
-14.7490957458326,NaN
-24.2844375192426,NaN
-16.7573327568626,NaN
-18.3116085558094,NaN
-12.5113847170017,NaN
-11.9312427460851,NaN
-10.0554785678478,NaN
-14.4632648601514,NaN
-14.6619314496116,NaN
-22.156734834169,NaN
-17.7131204083007,NaN
-16.0395027438232,NaN
-24.4169178693864,NaN
-18.0841118192577,NaN
-19.9055325069822,NaN
-12.576758691944,NaN
-10.118649185265,NaN
-12.6039530803951,NaN
-16.4018337417829,NaN
-15.5140926597342,NaN
-20.6545399328002,NaN
-19.0922649466167,NaN
-11.1625038966064,NaN
-15.1337118362888,NaN
-18.0257990085089,NaN
-20.4570683322485,NaN
-14.3633551801054,NaN
-12.3653504889613,NaN
-10.6578765576465,NaN
-15.0269804875077,NaN
-16.1605595284189,NaN
-19.6492380437141,NaN
-22.7969547291886,NaN
-15.1605643944673,NaN
-19.0158256474147,NaN
-21.6875894924056,NaN
-21.5852442326931,NaN
-15.7606005348529,NaN
-15.4714006896359,NaN
-12.7369471331689,NaN
-17.6930681191401,NaN
-18.933379602473,NaN
-23.4496456172358,NaN
-26.6773574520714,NaN
-14.2076965967801,NaN
-15.3421257976594,NaN
-17.6690073754932,NaN
-17.9973708775675,NaN
-17.5082184712096,NaN
-14.8894718640224,NaN
-12.8944578669908,NaN
-17.9867245626542,NaN
-18.9167090934062,NaN
-20.7015388860958,NaN
-24.5548569391441,NaN
-16.3415867229718,NaN
-20.1449470976522,NaN
-22.1004545180347,NaN
-18.8574455902772,NaN
-17.5670381137341,NaN
-17.3863192697434,NaN
-13.1042495842412,NaN
-15.9928423717687,NaN
-16.5042821841927,NaN
-19.1447086035966,NaN
-20.5029226406134,NaN
-18.8229093288873,NaN
-18.7799894089684,NaN
-23.3738612845626,NaN
-18.218745735839,NaN
-19.5826404937672,NaN
-17.8115667491746,NaN
-12.173776888351,NaN
-15.7079393853167,NaN
-16.9883435127404,NaN
-17.2321655946116,NaN
-20.8283754645773,NaN
-19.0161156436374,NaN
-15.517277610197,NaN
-19.05543597784,NaN
-19.6977802257752,NaN
-20.425476490286,NaN
-15.3388055962288,NaN
-14.5531196721628,NaN
-11.5286961681839,NaN
-15.2632621524315,NaN
-18.1620772692577,NaN
-21.4059192762568,NaN
-21.9655944877603,NaN
-15.1831748183771,NaN
-21.8205345461698,NaN
-20.9182194525677,NaN
-22.8756860146445,-39.3616046481541
-16.7558465077708,NaN
-15.6706708953179,NaN
-12.5210994043416,NaN
-16.1182146009879,NaN
-16.0912638540034,NaN
-18.3772530270336,NaN
-22.5225945776186,NaN
-16.6248887421723,NaN
-21.3554554069442,NaN
-27.1703273488323,NaN
-17.6468881378552,NaN
-15.7882459662228,NaN
-14.5901716887122,NaN
-12.6449377129529,NaN
-14.7217397512747,NaN
-16.2778788612994,NaN
-19.5615369370488,NaN
-23.5715118964154,NaN
-15.282207148774,NaN
-13.7726683880377,NaN
-19.1778319329856,NaN
-17.5917421613908,NaN
-18.0303212787842,NaN
-13.8796218679665,NaN
-10.8195277881135,NaN
-13.6979384662879,NaN
-15.404923823905,NaN
-18.6581562455835,NaN
-21.0228395230416,NaN
-16.6498585654573,NaN
-15.8356865056726,NaN
-19.1762022590803,NaN
-16.5468377614878,NaN
-19.4718857282321,NaN
-14.385306766964,NaN
-12.1878627210883,NaN
-12.2531223228789,NaN
-16.5526663200917,NaN
-20.105019776043,NaN
-22.3730427949374,NaN
-19.3782236764692,NaN
-13.3127260010946,NaN
-15.9957053201845,NaN
-16.3074886934084,NaN
-19.3600274009069,NaN
-15.2681967796695,NaN
-11.471973610121,NaN
-13.6737556894447,NaN
-14.1344456207454,NaN
-15.1875843947352,NaN
-17.5510785255995,NaN
-16.8159210667906,NaN
-14.7048351577259,NaN
-17.0768410025183,NaN
-16.899689343637,NaN
-13.8655933893171,NaN
-14.3844875658924,NaN
-14.1330138226346,NaN
-12.0608423227145,NaN
-15.3730716028843,NaN
-15.4935673511011,NaN
-16.4753888660266,NaN
-22.4012090928972,NaN
-15.4451286051885,NaN
-14.3382167002417,NaN
-20.003290128428,NaN
-14.1530825876561,NaN
-13.7936105642281,NaN
-12.8296018939642,NaN
-10.3616783493007,NaN
-12.1650473782364,NaN
-15.0357183165604,NaN
-17.4124663162503,NaN
-23.6742548041678,NaN
-18.7279213168484,NaN
