M,S
991.82860082987,560.37371727334
536.181683210351,518.172226939378
521.013379432678,454.673784370238
582.792786497746,842.224534363921
334.214844692687,479.453208690719
412.527419581077,689.497670425691
766.949300751162,417.055786360022
1518.91318887468,602.585736129148
660.07840747401,423.879715069833
1520.21519020594,1019.62227359462
593.395640146662,513.726866958147
1284.17285191382,1059.81157465878
655.893302507661,493.459656304418
570.89213139911,821.225358983207
744.581211627484,681.478152434657
861.682667979094,1126.79637317536
861.083096010747,514.922211376324
533.157231432267,1581.59216846109
417.783704874664,580.182122626039
497.014804508798,546.518168642812
514.755762833838,520.432775992665
637.488695513796,626.755549316398
668.486373687706,423.733552858557
447.490219094113,507.797376164474
516.86184621409,817.334670284285
821.350498550759,1160.61136077604
421.467358082633,442.374204276744
777.91715868504,595.033424108302
570.385249391309,1502.9462863232
417.087306662447,1100.11582220711
484.562287187931,716.381573442406
207.707156208215,933.77559017291
400.352178941857,442.504309354543
696.537501873519,1628.63454960797
1105.12556888668,1029.85884241907
339.011295063414,415.809712986147
270.062446537699,680.108373845161
265.555006985771,707.321740535565
721.631408715327,1145.51987030048
