M,S
595.047963919983,675.671190311989
726.829960457501,483.890168674621
1664.19719966236,1559.46517515575
542.637663015037,541.112709280983
426.945828219279,288.447301617505
885.461078309631,733.033972021372
986.374081663125,1111.17084024867
951.383746076272,911.798043311351
1326.52915774055,1290.66437282521
1693.75501088147,1702.35632951293
692.17090120567,2076.27549326575
718.73945199396,1747.27733803332
414.668341695253,968.180053561004
987.023215530706,670.293343087312
482.564777026433,1248.57129586394
617.671671909909,774.357930288732
819.269689234816,642.060354041847
865.614185161033,800.173378342915
895.393111398366,1090.28033087527
1124.66203705827,1162.11595935555
506.088589847397,576.364897495851
920.516396635493,840.765427273002
874.218536314508,775.402970780475
520.873864063885,618.745908576345
706.675046190898,572.541538787342
427.661740287585,602.28561248132
325.667834005741,833.869602644442
330.961777481349,779.051761946688
982.638983130689,488.57993370829
1396.9153088339,1498.93128009207
544.981614201562,985.911836136827
324.824679986991,723.643845825791
387.269415607519,1051.84124519094
346.567094212071,2042.65331021027
400.562912297189,1555.16433681048
615.821021810946,1607.18814409927
420.140700714999,1049.09705063929
2554.82371913067,1160.82847873355
1639.00887068344,1840.29726756109
