M,S
1057.23855432316,624.787049236996
691.11888888434,741.391793692891
1530.7322430609,331.752175719937
513.230713483217,209.04147839671
291.281812522124,673.291842213975
486.196807949119,286.859929478476
292.171008871419,980.715116233704
522.351953069328,634.39898311859
637.526701905688,853.871354915029
470.201733016885,583.011795076253
382.053065186586,971.895832047847
835.485852104407,1265.84812104545
473.496088873132,915.591046948801
1052.22373601505,306.513643086722
559.01014845531,612.480703611379
287.856582033703,428.270914111807
693.824508085576,951.653530018873
1007.6309385004,790.703449130287
597.004017128034,554.463525137399
418.796087213939,407.897133713733
326.392139353962,1069.16139383445
245.841250445835,748.366268014505
460.973690113599,629.81839227718
429.49854696132,674.005469847494
1027.03281870231,196.914442841807
651.829514971045,238.120774720211
519.505823410322,435.390975055384
456.264713318676,347.747487989985
319.452563567537,1266.56104317096
273.746909084038,565.778521376265
720.682830893707,978.427692766116
406.25417852244,1302.45286291117
256.623227065331,893.996182843787
437.604941946043,1574.42524786268
728.755628011755,648.701652519406
532.030102335596,303.268057846611
669.399873031104,458.066468621566
599.705718102295,547.927957456732
1014.67350883738,994.126850223617
