M,S
266.557549627795,114.098747635093
420.816726262939,258.482443085605
1250.70228732365,398.654512603142
694.746296284301,217.517754074563
1591.78564698951,247.88352317493
436.582300049331,217.687141934517
2050.5130502131,487.353153107431
742.364673257862,190.370144590568
1617.53147282684,517.564024248621
1135.12164526579,187.659687391343
3920.45705385332,270.315243675329
2899.9254661731,288.143220152795
2279.08148305767,509.137605663209
3691.29783869673,306.31113568667
2167.47957081549,176.532176495025
2764.0035708355,282.270221765384
1175.31315908383,243.36280021998
684.618926406253,362.986786000729
461.787576479597,174.226741667762
278.539324452586,569.658497587251
928.5099237167,227.799770158078
1336.10544965413,332.019797276967
2266.6988927695,273.831756920984
2047.50062232032,266.086380188947
2083.30865747305,414.72354907257
746.796725111556,262.284060657837
483.148450686461,319.730813394956
392.560680595161,521.49841674198
201.748888945789,157.57807686971
2208.1035461825,204.357641004852
1489.62345656772,283.90967061536
925.882801344722,542.16436095769
1049.04802029272,1462.28277924393
2011.82934669785,616.139336966239
731.52129739414,219.035580740103
857.633447003127,961.961123975394
1198.54640609473,3937.79715066559
1836.64609259938,346.470525840854
576.568913623739,236.811498177788
