M,S
2781.25771621841,1230.07307144349
2190.37057193033,606.685759062872
1243.73991091318,350.386751597336
1813.90579384591,353.713320229993
1430.03684503019,607.635768033221
403.922326093812,411.974921081406
234.398099213844,565.597914218394
977.526791050662,806.772931293255
2025.15817200863,746.618924264189
993.550120396129,844.09699623024
217.247933974826,774.891694000498
474.980779033593,635.713492063672
1100.73085138921,509.101745127947
1127.93663831446,621.424825467586
734.403330030875,752.15369792018
1142.57066336291,621.156606081178
675.924076565623,363.331203157596
2654.69877517489,358.615836903855
1234.10274394513,572.940471081054
1361.53520502065,428.933473080589
341.573870466278,371.676892132146
353.098784251254,320.15610127359
640.402745901846,312.609921265483
1123.70294967739,363.712761784991
577.408996794171,728.192374049839
502.484146057833,782.192835038026
362.564483387662,406.316626058629
734.333578446682,476.986431323694
713.122901717087,510.058242580355
1809.40669192651,358.947684973574
298.156636132099,913.668314972773
397.243533385207,759.091415096098
631.601588052735,629.424695298675
1148.52297441691,796.654876399436
2787.37173324216,513.250555215091
595.640140445024,507.354835260205
334.180622912932,299.07760676457
719.625195889373,384.217325270546
511.022530417025,322.291562242553
