M,S
1504.79516652492,2094.25364277062
301.927536600396,1773.14144005976
849.355226976361,1691.32950396738
560.600586863073,2819.21919625281
696.962769170144,1983.10555216927
366.189933520065,2527.7153656026
736.092732409515,1472.45828731786
849.147010543315,1906.37725831214
415.122138602162,1052.36315301896
401.58460727366,1940.09931310187
588.971293909824,721.392792249452
556.39071670837,3765.14181300308
500.801125296283,2688.84591546767
1054.52093245772,2138.46064278648
294.448914473234,1303.16210733246
988.418680992237,1405.63895805084
581.787837806163,757.064322673531
830.616452879686,1044.87099768837
454.622295881863,1114.15898404223
192.415788443668,1407.7816796275
475.14250461741,2057.41824875414
1841.71758886358,888.783842771696
484.834455156354,2929.68534341328
732.317920115459,1489.33402250163
1745.27542993515,1748.80483513723
546.170852731965,2002.31186644501
891.123956561654,1329.26107905179
603.779471900658,524.109763219275
1769.70472394154,1696.25960611534
535.466541541654,1560.6005810716
143.783798102582,1540.15194751144
380.780390977999,1078.90728093408
974.621726781419,3238.0917887606
329.916124446011,2808.38866350618
844.212641764176,1401.53223098744
283.019762098723,1144.59924226471
693.203980487689,1376.66701509085
460.720119484303,923.155427224809
896.467370957867,591.714312305245
