M,S
555.96891106598,506.670236258523
413.528880679019,499.221400408322
744.285952646763,183.966722809951
730.303378062475,260.879968690629
456.982524116853,326.496059750668
501.480661559116,496.262054901003
1035.98205233862,309.787039959328
627.471967806413,476.065202180475
856.437450461743,419.636584811034
604.027995606937,361.187787702097
658.024495258309,400.632526384601
406.249362014908,445.507181895772
368.666015778967,148.925882221395
258.412615946325,208.950289586836
689.213428874783,262.863342161523
571.018730043742,386.83378514731
357.722141627774,501.352308192206
1009.91752501712,388.803668884791
639.098369880076,949.168346403014
420.32495483162,877.809655325369
866.772671302628,721.14409810718
389.736580788882,371.754042352033
1528.50574704896,613.517288321502
401.74299108906,425.187002850091
575.108097120469,518.469364258371
369.803060255626,257.858040658655
351.161566085626,1128.80097716994
368.488277550836,1393.34756748406
381.128336921177,233.613848879302
719.358398092563,685.395301848181
1020.37509175553,1020.71919840186
595.241283252313,763.248202023017
608.826522924595,1012.34236565889
450.177235892389,452.388514397508
914.866897758658,735.1020012105
895.486104295506,1078.27220183284
259.546824875172,549.634522939979
886.518881418596,380.092608138694
500.144642941816,458.231485031024
