M,S
1229.05886638381,1842.25189860953
687.964428223511,1331.001447778
579.679143387904,706.471123785173
576.772293493132,465.115924529137
623.707753333015,544.233944721984
1115.71316264421,1001.72849267788
683.199553837495,412.431764657369
1425.58134669467,448.531919165761
880.019028398596,713.138402007843
3081.96817117589,926.871098204211
1336.57553876076,840.809769196319
511.562518965312,1250.46058794362
636.963443722922,343.443771163364
1384.08697127158,569.96328503086
960.117171926519,473.7515465114
766.486649762283,821.963692678903
983.088641807324,751.911152057981
1707.10682658386,604.930027965893
2740.48570005109,777.576620528536
1110.76371068527,529.854599934184
1394.45397034427,688.901767267118
383.43882239675,1225.3213194008
383.103105347046,524.538773578118
1148.39154116458,1225.32017967353
1086.70335165219,1636.64275531581
1121.91093602594,1465.44785508129
1078.20131601765,1268.74885742053
731.095230168671,556.809861889748
2334.52833524317,1132.70590242786
798.244546847285,671.847291703072
893.322197321027,1055.26128732649
495.877552849963,648.606272683695
590.765787009524,526.316041384835
926.471156036692,892.284735465833
769.493339752825,814.615030135283
911.884779234694,1398.12007150165
567.109324232989,1474.19134245304
980.30693869538,509.607044786017
697.750741997583,656.78555081102
