M,S
712.52551897757,NaN
2529.23585361835,76.1696078571703
1119.47186914653,89.8834315958077
1180.19221001122,83.1513337395688
2300.38292870178,NaN
1673.3751575637,NaN
941.489368496666,NaN
905.9989129183,67.2421845071446
1180.1356791417,70.6821304624482
792.888620896322,93.4458605513639
1370.97339401447,109.859132877404
400.193228779032,NaN
870.049455635122,NaN
541.683293911394,NaN
1021.50072995967,NaN
862.845691156396,NaN
690.287404510019,NaN
1653.17459188685,NaN
3598.5914896318,NaN
933.469890756836,NaN
1092.84641575392,NaN
622.567691433399,77.6261398273342
444.541328522997,78.1979065653987
496.539299158078,128.849559435432
368.972634846649,127.369214375879
270.122465382266,NaN
254.45870542798,NaN
932.167768070651,NaN
827.208494502104,74.6301060853466
330.161808674571,81.2515982026578
395.704288794464,79.6309170278044
1886.21183372236,85.2203525757648
499.452121091134,NaN
334.746601304711,NaN
1032.22425035295,NaN
330.142688297484,NaN
401.273148163187,NaN
344.058254085482,NaN
376.185839835906,NaN
