2.483956362954200081e+00,3.587424595081050160e-01,5.919240716111009881e+00,7.055077707192640268e+00,5.898762072722179894e+00,5.384121820545940018e+00,2.115309052367770004e+00,5.135444090761840386e+00,5.320837795737239695e+00,9.131244786760239762e+00,1.008854264335660034e+01,6.829544011755960042e+00,9.500969696627480587e+00,1.153450682953839923e+01,8.552705097750129326e+00,6.598249567666809590e+00,5.587280700718070037e+00,7.055543552815300323e+00,6.369143351968070021e+00,5.903603251101340099e+00,8.826023598692190220e+00,7.508180875064500270e+00,7.121906202375599904e+00,9.033254194425069272e+00,6.467203726504480166e+00,7.570287834819730222e+00,7.318089246798120229e+00,8.034993908421949271e+00,5.809187671209800286e+00,8.863487136106089181e+00,7.617121948529230302e+00,5.672657104395839589e+00,6.647052260599210172e+00,6.478311278008609619e+00,4.986627467458100149e+00,5.549811720991230324e+00,6.015465285694520325e+00,7.109234961966469868e+00,4.542668267708100061e+00,6.100196659275649580e+00,1.104337138449080058e+01,7.831834780471329971e+00,1.059124872649960025e+01,1.092223763980280005e+01,1.047549562848029936e+01,1.178602753234589962e+01,1.054696302942130082e+01,1.091875112077640075e+01,1.127338634931319916e+01,9.963891427269750523e+00,9.633615436711590263e+00,9.854869222219630132e+00,9.626510583961399803e+00,1.258016176219810056e+01,1.318653713384910020e+01,1.441503001232359971e+01,1.389659163056690083e+01,1.513090968568720029e+01,1.584173839401119999e+01,1.604512526986739829e+01,1.801487157646370107e+01,1.683009550754140093e+01,1.557526664300809927e+01,1.675284401328089956e+01,1.473786421309879913e+01,1.448002969098270043e+01,1.751846414711929967e+01,1.868976631542179945e+01,2.058048909169459861e+01,2.088071309994650093e+01,1.894377855172470149e+01,1.788971597987029938e+01,1.454125083464500001e+01
6.612454209605879818e+00,5.871548585934220021e+00,8.530197178921149259e+00,8.685419509508900404e+00,8.857822097270540596e+00,8.443443586353170716e+00,7.684591982132079835e+00,8.897863946045390549e+00,1.063905002904099995e+01,1.133023610669619963e+01,1.322389647807539959e+01,1.238147005365130049e+01,1.379767369132100008e+01,1.613422722655230146e+01,1.441382692345080052e+01,1.291822137552130023e+01,1.141158883668509993e+01,1.430687661784810061e+01,1.296588334118840002e+01,1.500918534598389975e+01,1.592776168532349956e+01,1.415817002358189924e+01,1.439497284254269971e+01,1.765356214909870047e+01,1.401293315456520006e+01,1.592149356351360012e+01,1.659958522940080172e+01,1.524895701195420017e+01,1.413731580734060067e+01,1.744824771331780155e+01,1.726854473454680061e+01,1.605159594335360040e+01,1.382915708666580024e+01,1.749679768478450015e+01,1.805190047579710111e+01,1.709750970863069952e+01,1.776636368775699992e+01,1.828950073144260102e+01,1.601740036932859823e+01,1.938083783251470038e+01,2.148273311729079893e+01,2.170559350390509934e+01,2.454805911510869976e+01,2.368995448928080094e+01,2.404078873741649858e+01,2.452860096539459889e+01,2.289152291632699843e+01,2.333355922424020079e+01,2.349120223936289875e+01,2.218327613424899880e+01,2.342496377578070010e+01,2.413905039987929868e+01,2.330646352228700025e+01,2.575811228866960079e+01,2.803758995151089906e+01,2.952000763246740078e+01,2.771225878535700105e+01,2.836310090361670078e+01,2.768984662196950097e+01,2.816197356426760123e+01,2.978428804132740026e+01,2.965701650873310058e+01,2.808186528597149945e+01,2.888671518380969871e+01,2.716248727145480046e+01,2.808772112378879982e+01,2.980533359674049976e+01,3.248616622916029684e+01,3.462509854942349818e+01,3.383111716734819652e+01,3.192865795594450162e+01,3.297921135808459780e+01,2.995955352564790175e+01
1.411996864914329919e+01,1.621255834960960129e+01,1.533692776916140055e+01,1.749953561092329934e+01,1.784652991511019948e+01,1.675084422194679945e+01,1.682516879796590104e+01,1.877135973125880142e+01,2.072458847949479832e+01,1.908448832718859833e+01,1.726612431369510148e+01,2.262468772412839968e+01,2.219698127060339843e+01,2.391299642467199860e+01,2.372874431194529876e+01,2.224056893915760114e+01,2.165242925345379987e+01,2.368229558737469986e+01,2.153855309091629877e+01,2.487635193301539971e+01,2.527169178038460018e+01,2.351717662178170087e+01,2.328702619976829880e+01,2.718552745539239979e+01,2.326074277011990077e+01,2.574162942572320034e+01,2.664121866263900174e+01,2.464460205148699856e+01,2.609613392380289909e+01,2.759614417996499824e+01,2.842859440436900087e+01,2.714638308852860149e+01,2.470668436124800138e+01,2.829718808322559909e+01,2.956882070470570056e+01,2.763435326290170124e+01,2.916682792302299987e+01,3.038087756589910171e+01,2.812183751048780067e+01,3.125456481593359825e+01,3.188082742367209832e+01,3.241480071329220181e+01,3.385715507198239749e+01,3.312048690970279807e+01,3.321573523472900291e+01,3.357475855198320147e+01,3.243002679824569867e+01,3.235929524149189973e+01,3.232189522674539717e+01,3.214765560256699928e+01,3.274592944013220119e+01,3.389023871858950088e+01,3.229662249255920159e+01,3.442092734355350103e+01,3.642529478576589952e+01,3.786530459580360031e+01,3.600552710969350301e+01,3.643557592781709786e+01,3.573335474881459817e+01,3.645780631113240133e+01,3.715796899887700278e+01,3.783529770072519938e+01,3.770742535165260279e+01,3.729676014014059859e+01,3.564544173023320184e+01,3.756639078434159984e+01,3.763713981701440048e+01,3.961295335220909664e+01,4.093694587962509956e+01,3.966955657351400077e+01,3.860799540963039789e+01,4.008598465631629892e+01,3.893981247700079962e+01
2.072093437322919840e+01,2.286975078733519950e+01,2.165422669946019951e+01,2.469147109917949834e+01,2.556309137321089864e+01,2.447542413294049979e+01,2.403067023390260104e+01,2.658825146824679919e+01,2.815668082305260000e+01,2.729100761697679900e+01,2.312863130496100084e+01,2.876924979348070011e+01,2.921617705325899905e+01,2.947732377576080154e+01,2.865911488899489967e+01,2.893807333122499870e+01,2.852622607807159838e+01,2.981239019912700172e+01,2.783560837038940150e+01,3.014602007906389858e+01,3.113168146352260024e+01,2.986141092107489925e+01,2.883565486613800033e+01,3.177837685073269824e+01,2.888777482855470069e+01,3.083602811465960158e+01,3.142860266395119950e+01,3.039989319116289934e+01,3.217572020332809757e+01,3.154439037412679880e+01,3.261373944561189830e+01,3.232449125224130171e+01,2.985508264169839876e+01,3.265928576934509664e+01,3.346427630260210151e+01,3.197366588333320081e+01,3.285661092106440151e+01,3.480210339198539771e+01,3.261955767913050153e+01,3.443442976864640315e+01,3.500056908076209794e+01,3.524470631961960265e+01,3.582747940711310264e+01,3.522731983188420202e+01,3.533578250724080050e+01,3.551832902657690028e+01,3.515988987895190121e+01,3.509864903841810246e+01,3.473478584144650227e+01,3.539141821782430242e+01,3.451531304721120108e+01,3.593320448492669783e+01,3.511195657706100093e+01,3.591046919349479793e+01,3.720319370761529854e+01,3.774075490469689953e+01,3.683803908616609846e+01,3.652507207106359743e+01,3.671745176412380118e+01,3.805440288409320004e+01,3.777691977201759954e+01,3.842363780596470235e+01,3.899733235678230159e+01,3.781907327542109698e+01,3.740741464467519961e+01,3.923506100728789647e+01,3.798341677336129862e+01,3.873802348571000209e+01,3.893334643358370073e+01,3.798551004786749985e+01,3.777982868493869972e+01,3.900484879217879808e+01,3.865117618058820170e+01
2.519837452673640144e+01,2.519339709729419852e+01,2.516065406341400035e+01,2.687815523999010026e+01,2.805454831728059872e+01,2.789726731267510118e+01,2.745980163114440131e+01,2.988499650428800081e+01,3.117919690771730146e+01,3.062214288057120015e+01,2.537495500771839829e+01,3.085740807242730099e+01,3.174583316780789843e+01,3.156844755542460135e+01,2.978880593960170131e+01,3.159397634012810130e+01,3.151242300896959847e+01,3.282319845207229747e+01,3.118037653296330092e+01,3.273927704715890030e+01,3.319016388949169993e+01,3.159157422134070003e+01,3.132018545535200005e+01,3.244522801976020077e+01,3.116864827489219891e+01,3.183836419980929833e+01,3.335966952039739652e+01,3.180767576434519839e+01,3.389292444226280310e+01,3.220881392454030134e+01,3.234834318696189825e+01,3.311453152149230306e+01,3.091656819665550060e+01,3.261870038523360193e+01,3.340337488631990226e+01,3.259395972305699729e+01,3.238349563270760001e+01,3.397949862453789649e+01,3.302332587956299648e+01,3.300763202169159882e+01,3.406740599381220136e+01,3.407354129732699732e+01,3.424729271015600318e+01,3.357992834653740033e+01,3.405974728900189774e+01,3.409550845788640316e+01,3.440899988678219756e+01,3.405407402472830114e+01,3.324008224806200218e+01,3.420129453175719902e+01,3.287291959226840277e+01,3.436906612688530060e+01,3.434198148485840107e+01,3.418480926975610146e+01,3.400151299400580029e+01,3.331694364335250214e+01,3.407609259721459694e+01,3.240510889615399748e+01,3.353459997507540180e+01,3.563244138937550076e+01,3.471862241214080314e+01,3.440661914797529874e+01,3.488617926495209787e+01,3.466443714998460024e+01,3.420292400389150345e+01,3.574539834661749893e+01,3.437468942416820283e+01,3.355433848435839650e+01,3.376947893836889847e+01,3.353205808134629962e+01,3.349884100830269773e+01,3.433674297573460166e+01,3.404423718774110341e+01
2.541577201507540096e+01,2.513073129596499911e+01,2.582390806529370053e+01,2.623835320014140038e+01,2.680100635486779836e+01,2.809630244508910124e+01,2.767825479226669927e+01,2.964167463450549889e+01,3.057008927183450098e+01,3.015006220403359904e+01,2.479885724004050118e+01,3.047976618515389902e+01,3.100095497407439993e+01,3.069037192752620058e+01,2.982888506115050120e+01,3.166742322805900045e+01,3.174982428030909887e+01,3.283106850698590051e+01,3.203740206874120133e+01,3.323033980066220039e+01,3.329772336924089871e+01,3.103034959919689939e+01,3.147967980054500003e+01,3.227399228114779817e+01,3.125989471605980086e+01,3.117926374905400166e+01,3.350345972843850006e+01,3.139796549763349987e+01,3.317181808789960229e+01,3.189139877033800019e+01,3.061910775546930097e+01,3.165481094005770046e+01,3.132712000894499838e+01,3.175478343035959838e+01,3.245064637899629645e+01,3.128584563014430131e+01,3.166275071023470034e+01,3.239847567404370210e+01,3.328097814219319872e+01,3.222660343168160324e+01,3.279805840246019955e+01,3.299591845654519773e+01,3.249850686259310351e+01,3.220232457623710332e+01,3.261998195483919716e+01,3.218905531174299739e+01,3.317508388821219967e+01,3.206694707413340240e+01,3.182995055284909824e+01,3.223035930799630222e+01,3.188873158529310103e+01,3.292169159482720175e+01,3.274252443731030127e+01,3.177368397098420161e+01,3.168427017921409927e+01,3.123581733914970116e+01,3.228591989834919929e+01,3.029832893483980172e+01,3.072194671206460015e+01,3.297267873014460093e+01,3.204406204533569991e+01,3.104170735406389880e+01,3.201946670519399873e+01,3.201833490533260118e+01,3.113643353840430095e+01,3.192063136685720082e+01,3.191735656394610032e+01,3.081374450330239867e+01,3.120906433200019947e+01,3.070936710087320165e+01,3.176098828252440143e+01,3.200294763511610086e+01,3.181677385820220039e+01
2.299554749011349841e+01,2.376890303249630065e+01,2.428725355180869983e+01,2.479820635432140108e+01,2.548359580617429998e+01,2.620448761307089924e+01,2.614215891735139863e+01,2.768526843990969866e+01,2.768176259252030036e+01,2.801136497145609994e+01,2.353049619443289942e+01,2.883867103906199958e+01,2.893387968250240050e+01,2.843684233078910140e+01,2.939600199243329826e+01,3.069289524032469885e+01,3.082660426710999957e+01,3.165138022024749986e+01,3.159390692499239961e+01,3.195077164316819918e+01,3.269429992109959926e+01,3.051249739866729982e+01,3.057069229224610041e+01,3.168440199751999842e+01,3.106718566199030107e+01,3.074877911625959825e+01,3.254288269032480230e+01,3.070838576602080039e+01,3.194330654748119969e+01,3.083328663063110042e+01,3.003572238878960121e+01,2.995572417911909824e+01,3.091451826378730061e+01,3.157329625790190164e+01,3.099462202913390030e+01,3.027125445484610111e+01,3.086133994588659846e+01,3.095385182388919887e+01,3.235215076330730000e+01,3.081581410780740171e+01,3.116984962704500006e+01,3.126511024436199904e+01,3.103787797489750133e+01,3.073490073683949930e+01,3.125005746555670072e+01,3.113476622846360087e+01,3.142186378205190067e+01,3.073383112698349962e+01,3.044601243502039978e+01,3.089690848102110010e+01,3.022550933776989979e+01,3.140624844274270089e+01,3.099115837386460015e+01,3.024820472084989831e+01,2.984993939236310112e+01,2.903786172047470160e+01,2.991654929641299887e+01,2.898398222136070146e+01,2.824891381341549845e+01,3.050224275220169901e+01,2.955245692182970174e+01,2.950919826989780148e+01,3.066697364596310038e+01,2.999633377130099987e+01,2.930683102870219869e+01,3.017244623763140154e+01,3.030869691883199835e+01,2.907576450252280154e+01,2.929092890066209875e+01,2.780945839382459894e+01,3.045862205908260023e+01,3.125096636475949907e+01,3.062990860386959824e+01
2.301244050122900120e+01,2.417261350393360075e+01,2.362774964492560059e+01,2.471445363104400172e+01,2.477283834929820117e+01,2.458813340022550165e+01,2.568546211287259950e+01,2.735667428466360107e+01,2.628061101387740095e+01,2.599171030939169924e+01,2.424810970768979956e+01,2.800066297967730122e+01,2.747417179366830098e+01,2.777011668663579869e+01,2.936133223337949971e+01,2.972187181499170094e+01,3.057277736910599941e+01,3.105523684569369891e+01,3.122412437824310061e+01,3.159956893503240138e+01,3.193261069609409830e+01,3.005095109223249850e+01,3.071456898048040074e+01,3.042987499868049994e+01,3.120959964355310134e+01,3.032553424435770140e+01,3.145141073942290078e+01,3.030355273118539827e+01,3.136491963273549999e+01,3.096665793607339978e+01,2.960907566129069934e+01,3.025160776301159871e+01,3.108041898499000055e+01,3.153880721190720138e+01,3.038429378406319969e+01,3.111193049852619907e+01,2.958188757227620158e+01,3.007660199278049973e+01,3.094307186615629846e+01,2.908862103075750127e+01,3.013743907305559944e+01,2.948823125728630146e+01,2.977413970118150033e+01,2.946611922234999881e+01,3.021357708893339833e+01,3.023702100128720005e+01,3.047396313698019910e+01,3.046104585493840133e+01,2.927424146427160068e+01,2.988483074206439838e+01,2.888734228719220098e+01,2.958795037094549940e+01,2.938631934645690080e+01,2.940075028331260043e+01,2.839200459357740058e+01,2.764406319499530085e+01,2.812461984929110059e+01,2.809682236160169921e+01,2.734548849382619906e+01,2.930573218196130014e+01,2.835193278892570135e+01,2.806013015727230098e+01,2.894893735559179859e+01,2.824119863205350001e+01,2.705101552633470163e+01,2.875744877604959981e+01,2.901523661130400100e+01,2.701034992892590125e+01,2.711691055523139937e+01,2.745334990648809992e+01,2.879384562591929964e+01,2.970330092568390157e+01,2.919354831588249866e+01
2.356330337786980067e+01,2.495800448385620030e+01,2.356850653345259872e+01,2.499346766164289946e+01,2.520759137155199880e+01,2.518537315168709867e+01,2.703408114735260170e+01,2.808653481629890081e+01,2.788511562133449928e+01,2.673853877152170000e+01,2.649432689090680171e+01,2.867525963256050048e+01,2.824414419683499844e+01,2.884478308092020171e+01,2.944613527021149935e+01,2.997914777414739973e+01,2.980857121738199922e+01,3.110900714321680027e+01,3.046573962528000123e+01,3.105665190074600090e+01,3.119787284400040051e+01,2.996924295987099995e+01,3.065215045113249914e+01,3.019899787263220148e+01,3.042090888380240088e+01,2.992392038185600001e+01,3.106141991845260009e+01,3.024677873162010044e+01,3.139035523345799916e+01,3.075468734905980028e+01,2.957530174031749937e+01,3.014025677908659873e+01,3.072989250775900061e+01,3.097598150189109845e+01,2.936710967986070031e+01,2.986724770116419947e+01,2.819476078588279933e+01,2.903170832670249979e+01,3.011191927836929949e+01,2.891056122727160016e+01,2.971476921306739882e+01,2.818995513014679943e+01,2.866131438045900026e+01,2.874647483322209851e+01,2.976677426951309968e+01,2.909500138012650083e+01,3.024012952506510032e+01,2.938473400267839963e+01,2.865215577153960069e+01,2.850181453819969946e+01,2.824185674935599977e+01,2.815895168318580133e+01,2.845915763289210076e+01,2.816872508570279976e+01,2.731677135979339965e+01,2.727697167240980036e+01,2.677064115931749910e+01,2.725951620202570069e+01,2.719758624358269827e+01,2.915809474815910107e+01,2.786480362732489979e+01,2.710319229683139852e+01,2.719026929364650158e+01,2.737725889302020121e+01,2.597792945302539991e+01,2.729021758846860024e+01,2.788540749999030055e+01,2.561120287413130114e+01,2.591631332900649909e+01,2.679134928892430167e+01,2.787456462773860011e+01,2.823248159974210125e+01,2.802424288643720018e+01
2.419365735047770016e+01,2.632969365969480080e+01,2.557779428387570064e+01,2.644188953080600157e+01,2.534827838115739951e+01,2.635748951009620100e+01,2.859620526922070027e+01,2.942115961464070040e+01,2.986342748828440108e+01,2.838370158714560176e+01,2.798044055530679941e+01,2.914689908917040029e+01,2.862338603681680027e+01,2.980728496675889971e+01,2.955645662317180111e+01,3.117419438056879955e+01,2.990787825998780036e+01,3.086025329042870169e+01,2.974791848845719855e+01,3.062335158837259996e+01,3.048740364519229828e+01,2.955714499115039828e+01,2.984796026151930093e+01,2.977639429270319837e+01,3.003006762636659843e+01,2.912798041611380029e+01,2.992542565759449857e+01,2.918808786429280033e+01,3.055669569662340024e+01,2.940184065889640053e+01,2.880774726156430177e+01,2.857526047749150067e+01,2.967453410241180123e+01,2.921616522407590111e+01,2.794735324399859877e+01,2.841727929258220087e+01,2.773674929268860012e+01,2.858476658254360103e+01,2.894395690166529889e+01,2.878232776548049898e+01,2.854856151065470016e+01,2.777212491360549862e+01,2.849127921632659977e+01,2.767439846618119859e+01,2.952713039264369854e+01,2.879581057643580166e+01,3.028194558610800158e+01,2.900175941659379930e+01,2.841004033190969835e+01,2.778412278750570152e+01,2.765025966310449945e+01,2.750423182684480139e+01,2.818728157850100047e+01,2.706326109715690009e+01,2.653475150202769939e+01,2.701844838762239931e+01,2.582825546055969923e+01,2.670590182539299917e+01,2.622204775364729912e+01,2.778948790959229953e+01,2.692629282939810054e+01,2.691476014122480009e+01,2.645387900631639866e+01,2.669792959790780174e+01,2.597622806346250002e+01,2.617906154920429884e+01,2.709800150117240136e+01,2.521285187815000128e+01,2.535451023050649866e+01,2.595615920607270155e+01,2.659473886616359906e+01,2.703468048811480173e+01,2.743507261038509881e+01
