M,S,M_dB,S_dB
13.1260130946493,1.28323261529929,22.3626566635577,2.16610778663996
34.4514179573268,2.16882929191863,30.7441420275548,6.72450740270567
77.8194535093197,4.00879841189875,37.8217635325104,12.0602843537398
81.3803189096545,5.25442740102527,38.2103877482986,14.4105079177542
89.6856879778015,7.62093086506293,39.054462879124,17.6401604369476
85.3731950079977,9.45876534890469,38.6264306954074,19.5166890342696
65.4604771150903,9.04279532100714,36.3195833276266,19.1260540184314
42.7103808058119,7.91867106039136,32.6106688722853,17.9730460571285
39.8043189502816,7.23049271133551,31.998603951278,17.1833578532856
30.4760510443797,5.85950203366868,29.6791738460401,15.3572141865081
23.2086997651094,7.04948339443726,27.3130162079501,16.9631458372299
16.5794080959606,6.90837211472781,24.391380433517,16.7875144499999
15.182562442855,7.28970335429485,23.6269015192994,17.2541971117254
13.9350651982575,7.59498016650915,22.8821800999204,17.6105328817197
16.9824231132469,10.3410433059107,24.5999931405761,20.2912871371362
19.4324429309417,13.5929112524626,25.7705480189299,22.6662496283594
24.2908870613091,19.2490589239736,27.7088674956064,25.688190038848
18.2066268984403,12.6179480884858,25.2045898493557,22.0197747268446
14.549445430216,5.97304477927688,23.2569287995147,15.5239154123697
14.0193723676565,7.92976710396788,22.9345714233049,17.9852086468643
10.7123900501526,6.77521922663052,20.5977275488336,16.6184670459121
11.5856707189061,6.86332644374374,21.278423621541,16.7306931188448
11.5726317157305,6.22932562999096,21.2686426494804,15.8888206730676
7.49567840601011,3.77186764294431,17.4962189068706,11.5311288936735
6.06126322427968,4.14389137146115,15.651262893102,12.3481672446212
5.04284097537057,3.49746218994658,14.0535054603154,10.8750605631411
6.11498839435247,3.74318815314207,15.7279127424961,11.464833153657
8.29514665153897,5.48602635353399,18.3764813681266,14.785157790368
8.2126961847619,6.74956537290637,18.289715142235,16.5855161611371
8.59490534450589,6.34251519149283,18.6848219634861,16.0452303222068
10.4352743926844,6.63980881983664,20.3700774641233,16.4431114979468
21.4666921214946,11.5904060019361,26.6353025523851,21.2819729838314
27.5418866401714,16.1671549280525,28.7998737288406,24.1726720026296
16.5360041477727,11.8230745619249,24.3686114510912,21.4546085692244
6.79720973541509,5.07453583997215,16.6466134153001,14.1079264830046
7.1998711469483,3.78713234577736,17.1464944823196,11.5662096463114
9.41387349381482,5.92170695223496,19.4753671568552,15.4489382327092
10.256000978938,8.71889563420734,20.2195610725654,18.8092295831843
9.52019679259072,8.38742125479347,19.5729185161199,18.4725691165503
6.69434423234112,4.86403371656181,16.5141608122502,13.7399315344465
5.60947662885811,3.09856644238974,14.9784468586272,9.82321626276448
7.17261632683009,3.51590721110451,17.1135520088821,10.9207481002927
8.87716087897724,4.51835810203948,18.9654818116398,13.0996129583208
9.5178503888868,5.10030230300661,19.5707774768077,14.1519183636713
8.3378125094321,3.66347232504225,18.4210425002993,11.2778583019589
6.41927171585798,3.05919353017083,16.1497151790548,9.7121390423197
7.68065296275083,4.13734699524058,17.707962853925,12.3344389255177
11.4972170377031,5.82453572822064,21.2118545958824,15.3052262722182
13.6980291320934,7.93333565928003,22.7331617100925,17.9891165933227
9.31899057376323,6.33518894518487,19.3873774488251,16.0351914424081
4.27341691271481,2.61749610544651,12.6155052893371,8.35772088335494
3.40022028201333,1.83285873868481,10.630141071221,5.26257988981971
4.31744146879162,2.11472652541713,12.7045291716776,6.50508425520023
6.90030990349511,3.13089616599202,16.7773719201234,9.91337329558676
7.6538102298995,4.25257504421651,17.6775538007558,12.573039724947
8.54210907886222,5.6640891463566,18.6313022573991,15.0626016007885
9.61500795594401,7.50892483480315,19.6589929586375,17.5115551402437
8.38821684762019,6.91668120519646,18.4733929816638,16.7979551839086
5.82426001859862,4.33592559468514,15.3048151081114,12.7416364203533
4.43809003149365,2.89695308096364,12.9439221624457,9.23882922859302
6.26415088062192,3.26646790887119,15.9372441950219,10.2815679171713
12.0746376958917,5.26023602883654,21.6374821689503,14.4201046310653
22.310267527448,7.86995695144864,26.9700955607622,17.9194471356198
36.8105664837085,10.9408988465987,31.3194500185099,20.7810600561865
41.2563719054498,12.2706285547292,32.3098206672541,21.7773361948152
23.5586446296332,10.0725677174555,27.4430060221286,20.0628039162808
9.58678502598848,5.41879141769648,19.6334597772709,14.6780486859173
4.89102552514957,3.03443963423347,13.787998586226,9.6415700450974
4.45954982239327,2.7546582237564,12.985820405103,8.80135445399661
4.46164524269008,2.75323164613185,12.9899007081667,8.79685505536054
5.35112369901041,3.21649877368925,14.5688998087832,10.1476678031773
6.65865627898367,3.23904781478532,16.4677319422615,10.2083471821495
6.87998006414874,3.97181457149293,16.7517435959813,11.9797792956753
6.74596365815269,4.23407088496353,16.5808799445755,12.5351624902518
5.64383970132047,3.43373398462583,15.0314934049041,10.7153329365674
5.33175508498876,3.94769337903113,14.5374038362887,11.9268682651285
5.17645131585577,3.75335015194893,14.2806426771737,11.4883816371331
5.70320613936934,3.9380008906961,15.1223813842628,11.9055162006146
5.82397134075853,4.17269247405396,15.3043845837196,12.4083275708561
5.53082824374672,4.81571355784764,14.8558034389503,13.6532129373135
5.46767573977188,5.42135402274714,14.756055016952,14.6821553660708
5.58861664509238,4.73993463328507,14.9460863983261,13.5154470503621
5.40299482905085,3.83195071886243,14.6526910379364,11.6683983032046
4.58068040583307,2.91584572945484,13.2185998419613,9.29529085506669
4.87060084537009,3.21999018176591,13.7516507960907,10.1570909493738
4.53354818544557,2.94034928208496,13.1287647209921,9.3679784604344
4.65023793961705,3.39783250697245,13.3495035017516,10.6240393382741
5.46163563271817,3.83009115790937,14.7464544654032,11.6641822099515
4.85386702502346,2.75260805075669,13.7217574873448,8.79488751510192
5.05561702065843,2.58111889780624,14.0754833461732,8.2361602107676
4.97136944664965,2.92084744929694,13.9295207774824,9.31017750264367
5.22830530118172,3.52196622932811,14.3672187960249,10.935703747635
6.16223106201735,4.38642779935457,15.7947595760732,12.842219705238
6.14679173299502,4.51474835045926,15.7729699701012,13.0926709598665
6.65626129663889,4.26081908394473,16.4646072436011,12.5898618855461
9.27633005980006,4.75658862918463,19.3475238562394,13.5459118667399
9.71469155391601,5.15691489387041,19.7485803219609,14.2477992834477
9.54246223612404,7.22255566804656,19.5932089984633,17.1738179573161
8.07213097955138,6.37755200166593,18.1397640042077,16.0930801694531
4.29347637243052,3.4375484646184,12.6561815452245,10.7249765965073
3.30983546985192,2.75581394347544,10.3961281153248,8.80499786377153
2.9241056006269,2.39968964820133,9.31986105204625,7.60310156099006
2.896158319776,2.43587500367179,9.236445981481,7.73309997635639
3.02260887866922,2.12675143589495,9.60763907438547,6.5543346938956
3.14579043965743,1.86498640923783,9.95459576478076,5.41351342622366
2.82542148041915,1.77792718385441,9.02166485172266,4.9982794037998
2.65763798295674,1.59421506524906,8.48991644175083,4.05093817746945
3.02811820651777,2.10609073015583,9.62345648813525,6.46954153221494
4.02552387072584,3.23197754343922,12.0964481256841,10.189366690601
4.28293736460091,3.57739366143304,12.6348344629157,11.071334663092
3.79610162342512,3.42060007643632,11.5867566035667,10.6820460218494
3.95885886851104,3.42217993262882,11.9514003926122,10.686056805992
4.35244078626094,3.73658336568784,12.774657427493,11.4494935220449
4.89828399028974,4.40847364018466,13.8008792165919,12.8857649667302
4.85006357965625,3.84961685487152,13.7149486364283,11.7083501429211
4.93686220224772,3.05897053625954,13.8690201071266,9.71150587835639
5.70059855357825,3.31723216043515,15.1184091656203,10.4155173439718
5.22134517685725,2.82688151186755,14.3556480969251,9.02615211021825
4.39921547451476,2.07478548817892,12.8675046866886,6.339464034302
3.42228900898296,1.86603199567421,10.6863336500196,5.41838172096016
2.66066314974119,1.73504850036841,8.49979789336661,4.78623238539633
2.94804357535748,1.71646589283662,9.39067797178259,4.69270356333306
3.27064291015804,1.93387535821713,10.2926626060487,5.72856959160041
3.86740997266294,2.28161976114012,11.7484042556723,7.16486539237077
5.36787802360921,2.59211614312299,14.5960527725954,8.27308913523182
6.45007402263242,2.72875875783213,16.1912939746785,8.71930285137232
8.03443440549664,3.06843482831565,18.099106188963,9.73833807135964
9.57496118868114,3.0938978427241,19.6227404453442,9.81011939299635
9.35492982451793,3.32143281636584,19.4208106802504,10.4265094451905
9.24238330568833,5.5050434531892,19.3156795175714,14.8152150271211
8.75017401509785,7.19990571217023,18.8403337988355,17.1465361815356
7.38424109257185,5.81914842732447,17.3661173558725,15.2971886951515
5.45950159137229,4.22892435345539,14.7430599383555,12.5245983320667
3.96791422169498,2.90790059799363,11.9712455002517,9.2715911353446
4.76420890157956,2.56600278747993,13.5598159244523,8.18514247637051
6.79729106410772,3.11246646142219,16.6467173414477,9.86209360723088
7.48021922431118,3.43118526235686,17.4782865201595,10.7088833570263
4.95666764033006,2.9604264431324,13.9037959822594,9.42708549523036
3.75881173579868,2.43898223011019,11.5010114828779,7.74417272301751
3.57754978689806,2.60409162107249,11.0717137264819,8.31312520334718
3.23936728390101,2.42323158279652,10.2092038341057,7.68789841337008
3.40786510793349,2.12569628165902,10.6496479188442,6.55002425715833
3.35960888259092,2.02207485361605,10.5257744167284,6.11594456724296
3.32522550177953,2.12074245482691,10.4364220505732,6.52975861088894
4.00306961206235,2.68480134817364,12.047862848176,8.57824314459477
4.87578728223399,3.4089335903206,13.7608950046892,10.6523708157879
5.33767481871668,4.20160765743224,14.5470422442613,12.4683099182407
5.39158894304201,4.17201636371956,14.6343354799902,12.4069200634464
5.31440651341441,4.13014973445331,14.5090954342299,12.3193159370894
5.0373375447043,3.89959270389476,14.0440210655594,11.8203849831546
5.75726214117487,4.14678399736632,15.2043200863194,12.3542282780783
5.61615709197623,4.33716466380529,14.9887849426353,12.744118215742
4.44585591904848,3.7303278030768,12.9591076801874,11.4349399434774
