M,S,M_dB,S_dB
1.58539981830316,0.826865574451302,4.00277608168979,-1.6513017803948
9.57690886508423,1.9648732656621,19.6245070929143,5.86669087235998
26.6069701348677,4.07037352832147,28.4999084428306,12.1926853041373
27.8785438827826,4.54992229288887,28.9054017298486,13.1600795900312
13.4907442882362,3.31394997601899,22.6007182096829,10.4069189693979
18.4401246070995,4.91936821625357,25.3152770284876,13.8381866170826
23.6567789764346,6.10620160124276,27.4791122462533,15.7154227757413
27.9974458794291,8.37707643160854,28.9423682760838,18.4618495583989
31.3206427776851,12.2987431993321,29.9166133256601,21.7972146686538
39.2461250187938,17.5876603359425,31.8759356593158,24.9041613931604
45.0516454695197,22.8698831081517,33.0742131561494,27.1852788971945
39.435382483795,24.6171126945922,31.9177211480975,27.8247422762603
19.0614476163493,12.14851868954,25.6031175985739,21.6904665230017
10.0276097210866,6.48954750250193,20.0239484537154,16.2442883149978
14.0225030850019,7.78219607923508,22.9365108845588,17.8220433806961
23.1132530971173,11.7439011582418,27.2772214995427,21.3962477475387
40.9702513867064,22.772826173514,32.2493725744128,27.1483386231921
35.2556525680329,23.4429830481548,30.9445751540935,27.4002574702349
35.06414044172,22.8470852392832,30.8972639424126,27.1766160397677
26.3865865928252,15.0399552129717,28.4276642577692,23.5449308597026
14.3225518700872,7.41182739569829,23.1204080750249,17.3985059410305
10.757038410883,6.30188162240663,20.6338543878506,15.9894048183387
4.71350352957137,2.59705305400638,13.4668767325296,8.28961643445639
7.71716759635232,4.61159830204938,17.7491586414657,13.2770294121706
16.9943061574541,11.8053540172167,24.6060687586225,21.441580303379
15.2994346962014,9.74455370575342,23.6935076845141,19.7752390700641
14.3206402821292,7.81145738860024,23.1192487180668,17.8546413607209
26.758968303587,15.6926424823291,28.5493873024713,23.9139216108913
21.1569700874724,12.9093732620031,26.5090694406932,22.218103163747
8.20473386717391,4.75935960832925,18.2812899725176,13.5509704103803
3.47873985260923,2.07634307482308,10.828439050372,6.34598227440102
7.13672870031356,3.91714316776985,17.0699837510381,11.8593888975704
22.1266650177998,12.7050797489047,26.8983192197908,22.0795479086259
24.9490882655606,13.7820942020429,27.9410935895923,22.7863042807326
15.1298004104096,7.5241731968305,23.5966639785345,17.5291756779231
17.0432760808421,9.04683306410077,24.63106158218,19.1299315321906
28.7862340867554,17.0281391529981,29.1836970542003,24.623343810995
23.2275405816812,13.6854518544231,27.3200645504168,22.7251828228555
6.79003265964522,3.79729790007145,16.6374372643128,11.5894933822599
3.26690997794286,1.69830921592608,10.2827433468622,4.6003353264546
11.7544741870664,5.14412876735659,21.4040641319788,14.2262366254325
23.5110451718823,9.12518953340918,27.4254387180086,19.2048378734391
37.9915245832136,13.1249118663974,31.5937344390288,22.3619279161263
51.2893871981549,20.9709332137082,34.2005502035612,26.4323551429702
41.8224191353527,16.47378743665,32.4281830023201,24.3358691585506
21.7800244542488,8.48798178497857,26.7611672607729,18.5760887781584
9.71718658610256,4.0094447149757,19.7508108396884,12.0616845899567
5.76905068750363,2.62090731324143,15.2220870946644,8.36903325327346
6.42491165384989,3.40273055645604,16.1573432050183,10.6365512212509
11.23459689627,5.23020957481539,21.0111498860308,14.3703818284442
12.4065007935496,5.19512298840509,21.8729861531927,14.3119166684834
10.3766356614173,4.52570984314341,20.3211313659731,13.1137341317415
7.05098640823264,3.44371887165823,16.9649975502839,10.7405538110858
7.72074403251645,3.95669268273605,17.7531830886994,11.9466463963998
11.6805513492699,6.82390811847817,21.349266859456,16.6806634115288
10.297534354911,6.1372032859645,20.254664990716,15.7594101779499
4.06899941292636,2.29751320731492,12.1897525438691,7.22516033237083
2.04102955110337,1.25352575260826,6.19698585412757,1.96266521184844
3.32555537693772,1.60502329490851,10.4372836814923,4.10962680057242
4.33159855582512,2.01966256112727,12.7329640049167,6.10557629901068
8.25283342753999,4.64353066443193,18.3320615908328,13.3369663567835
12.2032872783897,6.83091406712578,21.7295367029386,16.6895764389232
11.7112709663815,5.61790734358508,21.3720805892928,14.9914914416987
10.7789961454797,4.4733963314217,20.6515663324519,13.0127475450509
9.90687767989433,3.82153416066477,19.9187360159328,11.6447549218682
7.11950596749335,2.93515660765493,17.0489971675812,9.35262556670408
7.48272279019559,2.93849941692796,17.4811931273168,9.36251217751002
10.4020417688131,4.13673390995951,20.3423718665471,12.3331517272993
10.054375206467,4.81752930989291,20.0471017615803,13.6564873117435
8.696610326415,4.27411557478953,18.7870002169948,12.6169252316883
8.27624734839648,3.28865346597632,18.3566692349403,10.3403622629448
8.86783427933246,3.29986205331961,18.9563513698505,10.3699157021984
9.11451753437668,4.47457348337306,19.1946736952484,13.015032892947
6.54701412424063,3.67441132951803,16.3208655570168,11.3037554299281
3.15154810812865,1.57049257335611,9.97047881965209,3.92071774040728
3.15052546181043,1.44675845044419,9.96765987663652,3.20792055470943
4.24097597844434,1.9667894008944,12.5493162510871,5.87515718388699
4.48511574524117,2.04313450974391,13.0354731031024,6.20593918694719
4.84384155371649,1.9482618201078,13.7037985710386,5.79294639569156
4.90006994262347,2.16237003133982,13.8040455821157,6.6986002754011
4.90653203472945,2.57749834139253,13.8154927739396,8.22396788978573
5.3298097903355,3.03918579599287,14.5342342049903,9.65514501645885
3.84166240486303,2.24181076480861,11.6903839510288,7.01197900489413
2.78544757663493,1.53587854832578,8.8978997851326,3.72713749259022
5.2234805709231,2.60246613932402,14.3591996731593,8.30770175231316
11.3958250613305,4.74787004339382,21.1349154742446,13.5299764625619
20.2577889111272,6.93278781443879,26.131840828284,16.8181581668817
21.1275673387072,7.42226608263392,26.4969898916411,17.410730388421
14.8550065506133,5.50296324602815,23.4374569530119,14.8119322438645
10.7147269791,3.27720395298156,20.5996221860806,10.3100694007217
5.19505642986301,1.91026328710148,14.3118053864492,5.62186458322759
2.071828228241,0.946594567930248,6.32707491895953,-0.476719841533065
1.85425225316824,0.950509317722352,5.36337630821825,-0.440872428878345
2.98430132956109,1.32177140591193,9.49685344812076,2.42312704950821
4.21740308690825,1.82309278376842,12.5009022316036,5.21617544060611
6.01607629204912,2.46708906842657,15.5862667012923,7.84369657899538
8.59424213284582,3.53384115839741,18.6841517053135,10.9649404926518
9.51523496396193,3.87542605080855,19.5683903396751,11.7663890857185
6.69053166057519,2.84346377393354,16.5092126037263,9.0769539932022
3.25793373190986,1.62900723704128,10.258844925671,4.2384602742624
1.69950464675734,0.767735964601165,4.60644712722905,-2.29576228772021
1.84600048362335,0.963737147249635,5.32463620936585,-0.320828016241922
2.99570417468258,1.48231962184875,9.52997849265665,3.41883715031331
3.44118464742624,1.72134841998183,10.7341595332487,4.71737570475405
3.56917772750071,1.77253307391409,11.0513634844764,4.97188694970434
4.50943552451968,2.08681400747687,13.0824436361,6.38967486414548
6.23287740742785,2.56787590514774,15.8937716993956,8.19148064485393
5.99524464324215,2.54068275947328,15.5561381942096,8.09900881134607
3.79327423096957,2.04364465135564,11.5802848144658,6.20810765927593
